Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.accelerometer,1523856417755,1476764013888180,0.02873042,0.02873042,9.77792
android.sensor.accelerometer,1523856417774,1476764033910055,0.019153614,0.02873042,9.77792
android.sensor.accelerometer,1523856417794,1476764053900680,0.038307227,0.019153614,9.77792
android.sensor.accelerometer,1523856417814,1476764073891305,0.019153614,0.02873042,9.787497
android.sensor.accelerometer,1523856417834,1476764093914743,0.019153614,0.038307227,9.797073
android.sensor.accelerometer,1523856417854,1476764113905368,0.02873042,0.02873042,9.77792
android.sensor.accelerometer,1523856417874,1476764133897555,0.02873042,0.02873042,9.77792
android.sensor.accelerometer,1523856417894,1476764153886618,0.02873042,0.009576807,9.77792
android.sensor.accelerometer,1523856417914,1476764173908493,0.02873042,0.02873042,9.787497
android.sensor.accelerometer,1523856417934,1476764193900680,0.019153614,0.0,9.787497
android.sensor.accelerometer,1523856417954,1476764213891305,0.02873042,0.019153614,9.787497
android.sensor.accelerometer,1523856417974,1476764233913180,0.009576807,0.009576807,9.797073
android.sensor.accelerometer,1523856417994,1476764253903805,0.02873042,0.019153614,9.758766
android.sensor.accelerometer,1523856418014,1476764273895993,0.019153614,0.009576807,9.787497
android.sensor.accelerometer,1523856418034,1476764293917868,0.02873042,0.019153614,9.797073
android.sensor.accelerometer,1523856418054,1476764313908493,0.038307227,0.0,9.825804
android.sensor.accelerometer,1523856418074,1476764333899118,0.019153614,0.0,9.816227
android.sensor.accelerometer,1523856418094,1476764353889743,0.019153614,0.009576807,9.80665
android.sensor.accelerometer,1523856418114,1476764373913180,0.019153614,0.009576807,9.797073
android.sensor.accelerometer,1523856418134,1476764393902243,0.009576807,0.0,9.787497
android.sensor.accelerometer,1523856418154,1476764413894430,0.019153614,0.0,9.787497
android.sensor.accelerometer,1523856418174,1476764433916305,0.019153614,0.019153614,9.80665
android.sensor.accelerometer,1523856418194,1476764453906930,0.038307227,0.02873042,9.797073
android.sensor.accelerometer,1523856418214,1476764473899118,0.019153614,0.02873042,9.80665
android.sensor.accelerometer,1523856418234,1476764493889743,0.038307227,0.009576807,9.787497
android.sensor.accelerometer,1523856418254,1476764513911618,0.009576807,0.0,9.816227
